title,building1,building2,price,bedroom,bathroom,area
Amazing Lake View |High Floor|Negotiable,JLT Jumeirah Lake Towers,V3 Tower,75000,1 Bedrooms,2 Bathrooms,846,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/25/amazing-lake-view-high-floor-negotiable-2/
Amazing 1 BR Duplex Apt| Jumeirah Bay X1,JLT Jumeirah Lake Towers,X1,75000,1 Bedrooms,2 Bathrooms,970,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/25/amazing-1-br-duplex-apt-jumeirah-bay-x1-2/
Large 1BR in Al Shera|Low Floor|SZR View,JLT Jumeirah Lake Towers,Al Shera,75000,1 Bedrooms,2 Bathrooms,1020,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/24/large-1br-in-al-shera-high-floor-szr-view-2/
"Awesome  Furnished Full Lake View, Opposite JLT Metro Station",JLT Jumeirah Lake Towers,Lake Terrace,75000,1 Bedrooms,1 Bathrooms,756,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/24/awesome-furnished-full-lake-view-opposite--2/
"1 B/R APT AT ICON TOWER , COMMUNITY VIEW",JLT Jumeirah Lake Towers,Icon Tower 2,55000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/1-br-apt-at-icon-tower-community-view-2/
Low Floor Large 1 Bed I Cluster N,JLT Jumeirah Lake Towers,Lake Point,59999,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/10/low-floor-large-1-bed-i-cluster-n-2/
Chiller free/ High floor/ Balcony,JLT Jumeirah Lake Towers,Concorde,60000,1 Bedrooms,2 Bathrooms,730,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/spacious-1-br-apartment-on-high-floor-equi-2/
V3|1bed|Unfurnished|Meadows view|lower floor,JLT Jumeirah Lake Towers,V3 Tower,73000,1 Bedrooms,2 Bathrooms,807,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/15/v3-1bed-unfurnished-meadows-view-lower-flo-2/
Biggest 1Bed Best Tower in JLT Al Sheraa,JLT Jumeirah Lake Towers,Al Shera,75000,1 Bedrooms,2 Bathrooms,1021,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/21/biggest-1bed-best-tower-in-al-sheraa-jlt-2/
Fully Furnished 1 Bed (850sqft) - JLT @75k,JLT Jumeirah Lake Towers,Lake Terrace,75000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/22/indigo-tower-fully-furnished-1-bed-850sqft-2/
Biggest 1Bed Best Tower in JLT Al Sheraa,JLT Jumeirah Lake Towers,Al Shera,75000,1 Bedrooms,2 Bathrooms,1021,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/21/biggest-1bed-best-tower-in-al-sheraa-jlt-2/
"Biggest  Layout Duplex, 1 Bedroom , Bright  Spacious",JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,977,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/19/biggest-layout-duplex-1-bedroom-bright-spa-2/
1 Bedroom + Study Duplex! duplex 977 Sqft,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,977,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/18/1-bedroom-study-duplex-duplex-977-sqft-2/
Stunning 1BR corner side|Best Price,JLT Jumeirah Lake Towers,V3 Tower,75000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/17/stunning-1br-corner-side-best-price-2/
DUPLEX 1 BEDROOM FOR RENT IN JUMEIRAH BAY.,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/17/duplex-1-bedroom-for-rent-in-jumeirah-bay-2/
1BHK duplex in J.L.T Cluster X For Rent,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/1bhk-duplex-in-jlt-cluster-x-for-rent-2/
1BR Duplex I Vacant I Stunning Lake View,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,1 Bathrooms,908,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/1br-duplex-i-vacant-i-stunning-lake-view-2/
Brand New | Exclusive | Sheikh Zayed Road,JLT Jumeirah Lake Towers,,75000,1 Bedrooms,1 Bathrooms,550,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/15/brand-new-exclusive-sheikh-zayed-road-2/
Spacious 1 Bedroom Apartment for Rent in X1 Tower JLT,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,1 Bathrooms,977,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/13/1-bedroom-apartment-for-rent-in-jumairah-b-2/
"No Commission, Available 22 Jan 2019,  1 to 12 chq options,  Video,FF, Lake View",JLT Jumeirah Lake Towers,Marina Diamond 1,75000,1 Bedrooms,1 Bathrooms,753,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/13/12-cheques-penthouse-video-no-commission-f-2/
Furnished | Marina Facing | High Floor,JLT Jumeirah Lake Towers,Saba Tower 2,75000,1 Bedrooms,2 Bathrooms,812,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/11/furnished-marina-facing-high-floor-2/
Unfurnished one Bedroom nice Tower JLT.,JLT Jumeirah Lake Towers,V3 Tower,75000,1 Bedrooms,2 Bathrooms,810,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/11/unfurnished-1-bed-in-v3-tower-jlt--2/
Unfurnished Duplex 1 Bedroom in JLT with Lake View,JLT Jumeirah Lake Towers,X1,75000,1 Bedrooms,2 Bathrooms,977,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/11/unfurnished-duplex-1-bedroom-in-jlt-with-l-2/
Lake view 1Bedroom storage room gold crest views,JLT Jumeirah Lake Towers,Goldcrest Views 1,75000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/10/lake-view-2bedroom-for-rent-gold-crest-vie-2/
Full Lake View | 1BR Duplex on High Floor | Jumeirah Bay | JLT,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,977,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/8/full-lake-view-1br-duplex-on-high-floor-ju-2/
Saba 3: High floor 1 Bedroom 75K JLT Dubai,JLT Jumeirah Lake Towers,Saba Tower 3,75000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/7/saba-3-high-floor-1-bedroom-80k-jlt-dubai-2/
"1 BEDROOM AVAILABLE IN ARMADA 3,NEAT AND CLEAN NICE UNIT FOR RENT JUST IN 65000",JLT Jumeirah Lake Towers,Armada 3,75000,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/7/1-bedroom-available-in-armada3-neat-and-cl-2/
VACANT 1 BEDROOM FOR RENT I IN AL WALEED PARADISE,JLT Jumeirah Lake Towers,Al Waleed Paradise,75000,1 Bedrooms,2 Bathrooms,825,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/7/fully-furnished-1-bedroom-for-rent-i-park--2/
1 BEDROOM IN O2 RESIDENCE TOWER,JLT Jumeirah Lake Towers,O2 Residence,75000,1 Bedrooms,2 Bathrooms,1000,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/6/1-bedroom-in-o2-residence-tower-2/
Amazing 1BHK |Fully Furnished| Low Floor,JLT Jumeirah Lake Towers,Al Waleed Paradise,75000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/6/amazing-1br-fully-furnished-near-metro-2/
STUNNING LAKE VIEW | 1BHK | NEAR METRO,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/stunning-lake-view-1bhk-near-metro-2/
High Floor 1 Bed in Jumeirah Bay X1 -JLT,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,853,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/high-floor-1-bed-apt-in-jumeirah-bay-x1-jl-2/
Direct from owner duplex one bedroom lake view near metro,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,977,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/direct-from-owner-duplex-one-bedroom-lake--2/
1BR Hall (980SqFt) @ 75K - Al Shera Tower,JLT Jumeirah Lake Towers,Al Shera,75000,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/3/al-shera-tower-1br-hall-980sqft-80k-2/
"1 B/R APT AT ICON TOWER , COMMUNITY VIEW",JLT Jumeirah Lake Towers,Icon Tower 2,55000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/1-br-apt-at-icon-tower-community-view-2/
Low Floor Large 1 Bed I Cluster N,JLT Jumeirah Lake Towers,Lake Point,59999,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/10/low-floor-large-1-bed-i-cluster-n-2/
Chiller free/ High floor/ Balcony,JLT Jumeirah Lake Towers,Concorde,60000,1 Bedrooms,2 Bathrooms,730,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/spacious-1-br-apartment-on-high-floor-equi-2/
V3|1bed|Unfurnished|Meadows view|lower floor,JLT Jumeirah Lake Towers,V3 Tower,73000,1 Bedrooms,2 Bathrooms,807,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/15/v3-1bed-unfurnished-meadows-view-lower-flo-2/
Biggest 1Bed Best Tower in JLT Al Sheraa,JLT Jumeirah Lake Towers,Al Shera,75000,1 Bedrooms,2 Bathrooms,1021,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/21/biggest-1bed-best-tower-in-al-sheraa-jlt-2/
Lake View -High Floor- Jumairah Bay Tower -X1,JLT Jumeirah Lake Towers,,75000,1 Bedrooms,2 Bathrooms,858,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/3/lake-view-high-floor-jumairah-bay-tower-x1-2/
1BR Duplex apt for rent in X1|High floor,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,971,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/3/1br-duplex-apt-for-rent-in-x1-high-floor-2/
Large | Furnished 1 B/R apt with Balcony,JLT Jumeirah Lake Towers,Armada 3,75000,1 Bedrooms,2 Bathrooms,940,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/1/large-furnished-1-br-apt-with-balcony-2/
Spacious One Bed Apartment Jumeirah  Bay,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,1 Bathrooms,977,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/27/spacious-one-bed-apartment-jumeirah-bay-2/
Spacious 1 BR Fully furnished near Metro,JLT Jumeirah Lake Towers,Saba Tower 2,75000,1 Bedrooms,1 Bathrooms,925,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/26/spacious-1-br-fully-furnished-near-metro-2/
Bright and Comfortable I Fully Furnished,JLT Jumeirah Lake Towers,Saba Tower 2,75000,1 Bedrooms,2 Bathrooms,812,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/bright-and-comfortable-i-fully-furnished-2/
Hot Deal|Chiller free|1 Month rental free|X1|Duplex| Higher Floor|Balcony|Bright,JLT Jumeirah Lake Towers,X1,75000,1 Bedrooms,2 Bathrooms,853,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/hot-deal-chiller-free-1-month-rental-free--2/
"Fully Furnished 1Br  in O2 Residence , JLT",JLT Jumeirah Lake Towers,O2 Residence,75000,1 Bedrooms,2 Bathrooms,870,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/23/fully-furnished-1-br-in-o2-residence-jlt-2-2/
Spacious 1 bedroom in Lake Shore Flexible Cheques Available For Rent,JLT Jumeirah Lake Towers,Lake Shore,75000,1 Bedrooms,2 Bathrooms,970,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/23/spacious-1-bedroom-in-lake-shore-flexible--2/
DUPLEX 1 BEDROOM FOR RENT I GOLF COURSE VIEW I NEAR TO METRO,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,,,,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/18/1-bedroom-for-rent-i-golf-course-view-i-ne-2/
High Floor 1BR Apartment in JLT Near to Metro,JLT Jumeirah Lake Towers,Al Waleed Paradise,75000,1 Bedrooms,2 Bathrooms,1003,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/17/high-floor-4-br-apartment-with-maids-room--2/
Amazing Lake View Duplex Ready to Move-In,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,854,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/16/amazing-lake-view-duplex-ready-to-move-in-2/
Best price! Elegant Spacious 1 Bed Room Duplex at JLT,JLT Jumeirah Lake Towers,X1,75000,1 Bedrooms,1 Bathrooms,853,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/28/best-price-elegant-spacious-studio-at-jlt-2/
Lake View |High Floor | Price Negotiable,JLT Jumeirah Lake Towers,V3 Tower,75000,1 Bedrooms,2 Bathrooms,840,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/27/lake-view-high-floor-price-negotiable-2/
"1 BEDROOM FOR RENT l CLOSE TO METRO l GLOBAL LAKE VIEW, JLT",JLT Jumeirah Lake Towers,Global Lake View,75000,,,,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/19/1-bedroom-for-rent-l-close-to-metro-l-glob-2-2/
Prime  Location  Best Layout  Huge  Size,JLT Jumeirah Lake Towers,Lake Shore,75000,1 Bedrooms,2 Bathrooms,1026,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/15/prime-location-best-layout-huge-size-2/
"1 Bed Apt, Close to Metro , Vacant Unit",JLT Jumeirah Lake Towers,Global Lake View,75000,1 Bedrooms,1 Bathrooms,707,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/12/1-bed-apt-close-to-metro-vacant-unit-2/
EXCLUSIVE 1 Bed Multiple cheque in Lakeside JLT,JLT Jumeirah Lake Towers,Lakeside Residence,75000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/9/exclusive-1-bed-multiple-cheque-in-lakesid-2/
1 Bed plus Storage in Lake shore Tower JLT,JLT Jumeirah Lake Towers,Lake Shore,75000,1 Bedrooms,2 Bathrooms,967,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/9/1-bed-plus-storage-in-lake-shore-tower-jlt-2/
"Huge and Fully Furnished 1 Bed Apt,Vacant",JLT Jumeirah Lake Towers,Saba Tower 3,75000,1 Bedrooms,2 Bathrooms,811,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/31/huge-and-fully-furnished-1-bed-apt-vacant-2/
Full Lake View Fully Furnished 1 BR Apartment in Lakeside Re,JLT Jumeirah Lake Towers,Lakeside Residence,75000,1 Bedrooms,2 Bathrooms,764,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/31/full-lake-view-fully-furnished-1-br-apartm-2/
Fully Furnished | 1 Bedroom | Huge Balcony,JLT Jumeirah Lake Towers,Saba Tower 2,75000,1 Bedrooms,2 Bathrooms,925,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/18/fully-furnished-1-bedroom-huge-balcony-2/
Vacant | Furnished | Lake View,JLT Jumeirah Lake Towers,Icon Tower 2,75000,1 Bedrooms,2 Bathrooms,845,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/16/vacant-furnished-lake-view-2/
Icon Tower 2  l  Fully Furnished  l  JLT,JLT Jumeirah Lake Towers,Icon Tower 2,75000,1 Bedrooms,1 Bathrooms,845,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/16/icon-tower-2-l-fully-furnished-l-jlt-2/
Only 75K | Spacious 1BR + Big Balcony | Lake View JLT,JLT Jumeirah Lake Towers,Lake View,75000,1 Bedrooms,2 Bathrooms,855,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/12/only-75k-spacious-1br-big-balcony-lake-vie-2/
"1 B/R APT AT ICON TOWER , COMMUNITY VIEW",JLT Jumeirah Lake Towers,Icon Tower 2,55000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/1-br-apt-at-icon-tower-community-view-2/
Low Floor Large 1 Bed I Cluster N,JLT Jumeirah Lake Towers,Lake Point,59999,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/10/low-floor-large-1-bed-i-cluster-n-2/
Chiller free/ High floor/ Balcony,JLT Jumeirah Lake Towers,Concorde,60000,1 Bedrooms,2 Bathrooms,730,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/spacious-1-br-apartment-on-high-floor-equi-2/
V3|1bed|Unfurnished|Meadows view|lower floor,JLT Jumeirah Lake Towers,V3 Tower,73000,1 Bedrooms,2 Bathrooms,807,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/15/v3-1bed-unfurnished-meadows-view-lower-flo-2/
Refurbished 1BR Duplex w/ refreshing lake view,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,978,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/21/refurbished-1br-duplex-w-refreshing-lake-v-2/
Exclusive |Mid Floor-Unfurnished |Park View,JLT Jumeirah Lake Towers,Armada 1,75000,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/23/exclusive-mid-floor-unfurnished-park-view-2/
FULLY FURNISHED I Bright Apartment I JLT,JLT Jumeirah Lake Towers,Global Lake View,75000,1 Bedrooms,1 Bathrooms,725,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/3/5/next-to-metro-station-i-fully-furnished-i--2/
"Huge size 1 Bedroom with Beatiful view in O2 Tower , JLT",JLT Jumeirah Lake Towers,O2 Residence,75000,1 Bedrooms,2 Bathrooms,1000,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2017/11/1/huge-size-1-bedroom-with-beatiful-view-in--2/
"Huge size 1 Bedroom on Middle Floor with beautiful SZR view in O2 tower, JLT",JLT Jumeirah Lake Towers,O2 Residence,75000,1 Bedrooms,2 Bathrooms,1000,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2017/10/11/huge-size-1-bedroom-on-middle-floor-with-b-2/
SPACIOUS! CHILLER FREE! 1BR Apt for  RENT IN CONCORDE JLT,JLT Jumeirah Lake Towers,Concorde,76000,1 Bedrooms,2 Bathrooms,933,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2017/11/26/spacious-2bhk-for-rent-in-mag214-jlt-2/
Large Unfurnished 1Bedroom Available,JLT Jumeirah Lake Towers,,77000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/26/large-unfurnished-1bedroom-available-2/
O2 Residence | 1 Bed | Cluster O | Apartment,JLT Jumeirah Lake Towers,O2 Residence,77000,1 Bedrooms,2 Bathrooms,866,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/11/o2-residence-2-br-furnished-cluster-o-2/
"Fully Furnished  Apartment  in Indigo Tower, JLT",JLT Jumeirah Lake Towers,,77000,1 Bedrooms,1 Bathrooms,798,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/fully-furnished-apartment-in-indigo-tower--2/
Affordable One Bedroom Apartment  in JLT/ High Floor,JLT Jumeirah Lake Towers,Indigo Tower,77000,1 Bedrooms,2 Bathrooms,760,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/6/affordable-one-bedroom-apartment-in-jlt-hi-2/
Spacious/Upgraded/Cozy/ Near DAMAC Metro,JLT Jumeirah Lake Towers,Saba Tower 3,78000,1 Bedrooms,2 Bathrooms,852,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/19/spaciousupgradedcozy-near-damac-metro-2/
SABA TOWER 3 - FURNISHED 1BR + STUDY - HIGH FLOOR - AED 78K !!!,JLT Jumeirah Lake Towers,Saba Tower 3,78000,1 Bedrooms,2 Bathrooms,1008,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/11/saba-tower-3-1br-study-high-floor-aed-80k--2/
Fully Furnished | 1 Bedroom | Armada Tower,JLT Jumeirah Lake Towers,Armada 3,78000,1 Bedrooms,1 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/8/fully-furnished-1-bedroom-armada-tower-2/
Lovely One Bed in Armada Tower JLT for Rent,JLT Jumeirah Lake Towers,Armada 1,78000,1 Bedrooms,2 Bathrooms,897,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/5/lovely-one-bed-in-armada-tower-jlt-for-ren-2/
High Floor/Lake View 1 Bedroom Apartment,JLT Jumeirah Lake Towers,,78000,1 Bedrooms,2 Bathrooms,967,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/5/high-floorlake-view-1-bedroom-apartment-2/
Duplex 1BR - X1 tower JLT - Chiller free,JLT Jumeirah Lake Towers,X1,78000,1 Bedrooms,2 Bathrooms,890,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/1/duplex-1br-x1-tower-jlt-chiller-free-2/
Well Maintain 1BR in Palladium Tower JLT,JLT Jumeirah Lake Towers,Palladium,78000,1 Bedrooms,2 Bathrooms,923,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/1/well-maintain-1br-in-palladium-tower-jlt-2/
Stunning Fully Furnished 1BHK IN JLT,JLT Jumeirah Lake Towers,Palladium,78000,1 Bedrooms,2 Bathrooms,1000,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/22/stunning-fully-furnished-1bhk-in-jlt-2/
Beautiful 1 Bed Duplex With Lake View  In JLT,JLT Jumeirah Lake Towers,Jumeirah Bay 1,78000,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/3/1-bed-duplex-apt-with-lake-view-in-jlt-2/
"1 Bedroom for rent on High Floor in Palladium Tower, JLT",JLT Jumeirah Lake Towers,Palladium,78000,1 Bedrooms,3 Bathrooms,989,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/12/2-bedroom-w-balcony-in-palladium-tower-2/
"Stunning 1 BR Apartment in Dubai Arch Tower, JLT!!",JLT Jumeirah Lake Towers,Dubai Arch,78000,1 Bedrooms,2 Bathrooms,1100,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/27/stunning-1-br-apartment-in-dubai-arch-towe-2/
78K : 1BR Hall : 1150SqFt : Laguna Tower,JLT Jumeirah Lake Towers,Laguna Tower,78000,1 Bedrooms,2 Bathrooms,1150,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/1/78k-1br-hall-1150sqft-laguna-tower-2/
78K : 1BR Hall : 1150SqFt : Laguna Tower,JLT Jumeirah Lake Towers,Laguna Tower,78000,1 Bedrooms,2 Bathrooms,1150,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/25/78k-1br-hall-1150sqft-laguna-tower-2/
Semi Furnished 1BR : Mid Floor : 1250 SqFT,JLT Jumeirah Lake Towers,Laguna Tower,78000,1 Bedrooms,2 Bathrooms,1250,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/4/semi-furnished-1br-mid-floor-1250-sqft-2/
"Large, 1 Bed w/ lake view in Arch Tower.",JLT Jumeirah Lake Towers,Dubai Arch,78000,1 Bedrooms,2 Bathrooms,1000,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/5/large-1-bed-lake-view-in-arch-tower-on-ren-2/
Duplex 1 BR High Floor Golf and Sea View,JLT Jumeirah Lake Towers,Jumeirah Bay 1,78000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/5/duplex-1-bed-high-floor-golf-sea-view-2/
"1 B/R APT AT ICON TOWER , COMMUNITY VIEW",JLT Jumeirah Lake Towers,Icon Tower 2,55000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/1-br-apt-at-icon-tower-community-view-2/
Low Floor Large 1 Bed I Cluster N,JLT Jumeirah Lake Towers,Lake Point,59999,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/10/low-floor-large-1-bed-i-cluster-n-2/
V3|1bed|Unfurnished|Meadows view|lower floor,JLT Jumeirah Lake Towers,V3 Tower,73000,1 Bedrooms,2 Bathrooms,807,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/15/v3-1bed-unfurnished-meadows-view-lower-flo-2/
1BR Duplex apt for rent in X1|High floor,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,971,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/3/1br-duplex-apt-for-rent-in-x1-high-floor-2/
Refurbished 1BR Duplex w/ refreshing lake view,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,978,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/21/refurbished-1br-duplex-w-refreshing-lake-v-2/
Lovely 1 Br-Fully Furnished  Fitted Apt,JLT Jumeirah Lake Towers,Icon Tower 1,79000,1 Bedrooms,2 Bathrooms,649,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/3/29/lovely-1-br-fully-furnished-fitted-apt-2/
Luxury Furnished 1 BHK Apt on High Floor,JLT Jumeirah Lake Towers,O2 Residence,79999,,,,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/27/luxury-furnished-1-bhk-apt-on-high-floor-2-2/
Lake view spacious unit in Palladium with balcony,JLT Jumeirah Lake Towers,Palladium,79999,1 Bedrooms,1 Bathrooms,993,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/24/lake-view-spacious-unit-in-palladium-with--2/
