title,building1,building2,price,bedroom,bathroom,area
Hot Price 1 BR @ 75k in Elite Residence,Dubai Marina,Elite Residence,75000,1 Bedrooms,2 Bathrooms,737,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/24/hot-price-1-br-75k-in-elite-residence-2/
1 BR in DUBAI MARINA DEC TOWERS ! 75K !!,Dubai Marina,DEC Towers,75000,1 Bedrooms,1 Bathrooms,823,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/24/1-br-in-dubai-marina-dec-towers-75k--2/
On High Floor 1 Bedroom Apartment in Dubai Marina,Dubai Marina,The Torch,75000,,,,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/24/on-high-floor-1-bedroom-apartment-in-dubai-2/
Brand New 1 Bedroom Apartment in Dubai Marina,Dubai Marina,,75000,1 Bedrooms,1 Bathrooms,922,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/24/brand-new-1-bedroom-apartment-in-dubai-mar-2/
One Bed Room 800Sqft with balcony  75000,Dubai Marina,The Point,75000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/24/one-bed-room-800sqft-with-balcony-75000-2/
Sea View: High Floor 1 BR | 75k in 4 Cheques Dubai Marina,Dubai Marina,The Torch,75000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/23/sea-view-the-torch-1-br-75k-in-4-cheques-d-2/
Partial SeaView-Huge 1BR-Elite Residence,Dubai Marina,Elite Residence,75000,1 Bedrooms,2 Bathrooms,960,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/23/partial-seaview-huge-1br-elite-residence-2/
"1 BR Apartment with Balcony, Unfurnished",Dubai Marina,,75000,,,,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/23/1-br-apartment-with-balcony-unfurnished-2/
DUBAI MARINA - ELITE RESIDENCE 1 BR FOR RENT,Dubai Marina,Elite Residence,75000,1 Bedrooms,2 Bathrooms,737,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/23/dubai-marina-elite-residence-1-br-for-rent-2/
High floor 1 bedroom Elite Residence Dubai Marina,Dubai Marina,Elite Residence,75000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/22/high-floor-1-bedroom-elite-residence-dubai-2/
1BR@75k Hot Price PartialSea in Princess,Dubai Marina,The Princess Tower,75000,1 Bedrooms,2 Bathrooms,923,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/22/1br-75k-hot-price-partialsea-in-princess-2/
Partial Sea view| 1BR in Elite Residence,Dubai Marina,Elite Residence,75000,1 Bedrooms,2 Bathrooms,960,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/22/partial-sea-view-1br-in-elite-residence-2/
Amazing 1 Bedroom In Dec Tower 2 Dubai Marina,Dubai Marina,DEC Towers,75000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/21/amazing-1-bedroom-in-dec-tower-2-dubai-mar-2/
Furnished 1 Bedroom in Marina View Tower A,Dubai Marina,Marina View Tower A,75000,1 Bedrooms,1 Bathrooms,759,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/21/furnished-1-bedroom-in-marina-view-tower-a-2/
Huge with Balcony |Nice 1Bed| in Elite residence @80k only,Dubai Marina,Elite Residence,75000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/21/huge-with-balcony-nice-1bed-in-elite-resid-2/
AMAZING ONE BEDROOM APARTMENT FOR RENT FROM LANDLORD,Dubai Marina,The Torch,75000,1 Bedrooms,2 Bathrooms,820,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/17/amazing-one-bedroom-apartment-for-rent-fro-2/
Spacious 1 Bed - Vacant- Elite Residence,Dubai Marina,Elite Residence,75000,1 Bedrooms,2 Bathrooms,957,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/17/spacious-1-bed-vacant-elite-residence-2/
Chiller Free|Spacious 1Br | Just Move in,Dubai Marina,Marina View Tower A,75000,1 Bedrooms,2 Bathrooms,760,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/17/chiller-free-1-bed-apartment-marina-view-2/
1Bed Room | Chiller Free | 900 Sqft,Dubai Marina,MAG 218 Tower,75000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/1bed-room-chiller-free-900-sqft-2/
"Spacious F,Furnished 1 B/R + Hall For Rent@75k In Belvedere Dubai Marina",Dubai Marina,The Belvedere,75000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/14/spacious-f-furnished-1-br-hall-for-rent-75-2/
Brand New |Marina View |Fully Furnished,,,117600,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/brand-new-marina-view-2/
EXCLUSIVE l BEST DEAL l 1BR SEA VIEW,Dubai Marina,The Princess Tower,75000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/14/exclusive-l-best-deal-l-1br-sea-view-2/
High Floor 1 Bedroom In Bay Central,Dubai Marina,Bay Central,75000,1 Bedrooms,2 Bathrooms,700,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/12/high-floor-1-bedroom-in-bay-central-2/
Stunning 1BR I Full Pool View I Chiller Free,Dubai Marina,MAG 218 Tower,75000,1 Bedrooms,2 Bathrooms,908,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/11/stunning-1br-i-full-pool-view-i-chiller-fr-2/
High Floor Apt. W/ Full Marina View  Chiller Free,Dubai Marina,Marina Quay West,75000,1 Bedrooms,2 Bathrooms,788,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/11/high-floor-apt-w-full-marina-view-amp-chil-2/
Close to Metro Furnished 1 Bedroom in low Floor,Dubai Marina,Time Place Tower,75000,1 Bedrooms,1 Bathrooms,691,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/10/close-to-metro-furnished-1-bedroom-in-low--2/
luxurious 1br/h in princess tower dubai marina 75k,Dubai Marina,,75000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/10/luxurious-1brh-in-princess-tower-dubai-mar-2/
Furnished | Balcony | 1 payment only,Dubai Marina,Elite Residence,75000,1 Bedrooms,1 Bathrooms,736,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/9/furnished-balcony-1-payment-only-2/
"LUXURY!!FULL MARINA VIEW!!C/AC SPACIOUS SEA VIEW!!1BHK,BALCONY,2 BATH,EQUIPPED KITCHEN,POOL,GYM,PARK",Dubai Marina,Bay Central,75000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/9/luxury-bay-central-cac-spacious-sea-view-1-2/
Available on multiple chks - one bedroom,Dubai Marina,The Princess Tower,75000,1 Bedrooms,1 Bathrooms,924,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/9/available-on-multiple-chks-one-bedroom-2/
One bedrooms plus hall with balcony   close kitchen Zumurud Tower Dubai Marina in 75000 by 4 cheque,Dubai Marina,Zumurud Tower,75000,1 Bedrooms,2 Bathrooms,813,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/9/one-bedrooms-plus-hall-with-balcony-close--2/
Vacant and Bright 1 BR Excellent Marina View,Dubai Marina,The Point,75000,1 Bedrooms,2 Bathrooms,799,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/9/marina-view-furnished-1-br-with-balcony-2/
Partial Sea View Elite Residence 1 B/R for Rent Dubai Marina,Dubai Marina,Elite Residence,75000,1 Bedrooms,2 Bathrooms,960,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/9/partial-sea-view-elite-residence-1-br-for--2/
"SEA VIEW!!BEAUTIFUL!!C/AC SPACIOUS 1BHK,BALCONY,2 BATH,KITCHEN APL,POOL,GYM,PARKING.WEST POINT.",Dubai Marina,Bay Central,75000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/8/sea-view-beautiful-cac-spacious-1bhk-balco-2/
"BAY CENTRAL !!C/AC SPACIOUS SEA VIEW!!1BHK,BALCONY,2 BATH,EQUIPPED KITCHEN,POOL,GYM,PARKING.MARINA.",Dubai Marina,,75000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/8/bay-central-cac-spacious-sea-view-1bhk-bal-2/
One Bedroom Fully Furnished at Marina Crown residential tower on the Beach,Dubai Marina,Marina Crown,75000,,,,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/8/one-bedroom-at-marina-crown-residential-to-2/
"Very cozy,perfect location,Ac free,1 bdr in Skyview Tower!",Dubai Marina,Skyview Tower,75000,1 Bedrooms,2 Bathrooms,722,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/7/very-cozy-perfect-location-ac-free-1-bdr-i-2/
One Bedroom / Unfurnished / Marina View,Dubai Marina,Marina Quay West,75000,1 Bedrooms,2 Bathrooms,788,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/7/one-bedroom-unfurnished-marina-view-2/
"1 Bedroom,Full Marina view | High Floor",Dubai Marina,Marina View Tower A,75000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/6/full-marina-view-high-floor-1-bedroom-2/
Lovely Furnished I 1 Bedroom Apt I Big Balcony I Complete Facilities,Dubai Marina,Marina Diamond 2,75000,1 Bedrooms,1 Bathrooms,700,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/6/lovely-furnished-i-1-bedroom-apt-i-big-bal-2/
1BR Rent |Partial Sea View |Chiller Free,Dubai Marina,Sulafa Tower,75000,1 Bedrooms,1 Bathrooms,735,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/5/1br-rent-partial-sea-view-chiller-free-2/
BEST DEAL IN MARKET 1 BED APT IN MAG 218 ONLY 75K,Dubai Marina,MAG 218 Tower,75000,1 Bedrooms,2 Bathrooms,880,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/best-deal-in-market-1-bed-apt-in-mag-218-o-2/
1Br MAG 218 | High Floor Partial Marina.,Dubai Marina,MAG 218 Tower,75000,1 Bedrooms,2 Bathrooms,886,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/1/1br-mag-218-high-floor-marina-view-2/
1BR|MAG 218|Price Reduced|Book It Now !,Dubai Marina,MAG 218 Tower,75000,1 Bedrooms,2 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/1/1br-mag-218-upcoming-unit-book-it-early--2-2/
"1BR+ Balcony, UNFURNISHED, The Waves A (DAMAC)--MIO",Dubai Marina,The Waves Tower A,75000,1 Bedrooms,1 Bathrooms,971,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/30/1br-balcony-full-furnished-the-waves-a-2/
Lovely one Br marina View Mag218,Dubai Marina,MAG 218 Tower,75000,1 Bedrooms,1 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/27/lovely-one-br-marina-view-mag218-2/
Brand New |Marina View |Fully Furnished,,,117600,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/brand-new-marina-view-2/
"Dubai Marina, 1BR Balcony, Full Furnished, The Waves A (DAMAC), Marina view--MIO",Dubai Marina,The Waves Tower A,75000,1 Bedrooms,1 Bathrooms,846,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/27/1br-balcony-full-furnished-the-waves-a-mar-2/
FULLY SEA VIEW LUXRY 1BHK WITH 2BATH FULLY FURNISHED 900 sqft IN 4 CHQS IN JUST 65K WITH ALL FACILIT,Dubai Marina,,75000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/26/fully-sea-view-luxry-1bhk-with-2bath-fully-2/
LARGE 1BEDROOM I UNFURNISHED I SEA VIEW I,Dubai Marina,Elite Residence,75000,1 Bedrooms,2 Bathrooms,1076,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/large-1bedroom-i-unfurnished-i-sea-view-i-2/
Move In Today- Next to Metro Station- Dubai Marina,Dubai Marina,Marina Residence Dubai Marina,75000,1 Bedrooms,1 Bathrooms,645,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/move-close-the-metro-station-in-dubai-mari-2/
1 Bedroom Apartment | Torch Tower Marina,Dubai Marina,The Torch,75000,1 Bedrooms,2 Bathrooms,808,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/24/1-bedroom-apartment-torch-tower-marina-2/
FULLY FURNISHED CHILLER FREE 1 BHK  DUBAI MARINA,Dubai Marina,Marina Pinnacle,75000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/24/fully-furnished-chiller-free-1-bhk-dubai-m-2/
Sea and Golf Course  View | Unfurnished | High Floor,Dubai Marina,MAG 218 Tower,75000,1 Bedrooms,2 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/23/sea-and-golf-course-view-unfurnished-high--2/
"1 bedroom with hall in Elite Residence Dubai Marina,",Dubai Marina,Elite Residence,75000,1 Bedrooms,2 Bathrooms,780,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/22/1-bedroom-with-hall-in-elite-residence-dub-2/
Nice Unfurnished  1BR on in Princess Tower,Dubai Marina,The Princess Tower,75000,1 Bedrooms,2 Bathrooms,923,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/19/nice-unfurnished-1br-on-in-princess-tower-2/
Huge with Balcony |1Bed| in Elite residence @75k,Dubai Marina,Elite Residence,75000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/19/huge-with-balcony-1bed-in-elite-residence--2/
Sea View |1BR | Princess Tower @75k,Dubai Marina,The Princess Tower,75000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/18/sea-view-1br-princess-tower-75k-2/
1 Bed | Marina Quays West | Dubai Marina,Dubai Marina,Marina Quay West,75000,1 Bedrooms,2 Bathrooms,788,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/18/1-bedroom-marina-view-unfurnished-2/
1BR with Full Sea view available in Marina,Dubai Marina,Marina Crown,75000,1 Bedrooms,2 Bathrooms,842,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/17/1br-w-full-sea-view-available-in-marina-2/
- Dubai Marina Torch Tower  1 bedroom for Rest,Dubai Marina,The Torch,75000,1 Bedrooms,2 Bathrooms,887,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/15/-dubai-marina-torch-tower-1-bedroom-for-re-2/
Fantastic-1BR apartment near JLT metro,Dubai Marina,Yacht Bay,75000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/11/fantastic-1br-apartment-near-jlt-metro-2/
Spacious-1BR apartment  near JLT Metro  for rent,Dubai Marina,Yacht Bay,75000,1 Bedrooms,2 Bathrooms,746,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/11/spacious-1br-apartment-near-jlt-metro-for--2/
CENTRAL Location - 1Bed ELITE RESIDENCES,Dubai Marina,Elite Residence,75000,1 Bedrooms,2 Bathrooms,735,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/5/central-location-1bed-elite-residences-2/
1 BR Furnished in Mag 218 Dubai Marina,Dubai Marina,MAG 218 Tower,75000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/5/1-br-furnished-in-mag-218-dubai-marina-2/
Amazing 1 Bed For Rent In Marina Wharf 1,Dubai Marina,Marina Wharf 1,75000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/5/amazing-1-bed-for-rent-in-marina-wharf-1-2/
Spacious 1 Bedroom Apt in Marina Pinnacle,Dubai Marina,Marina Pinnacle,75000,1 Bedrooms,2 Bathrooms,845,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/3/spacious-1-bedroom-apt-in-marina-pinnacle-2/
"Spacious, Ceiling to Floor Windows",Dubai Marina,Yacht Bay,75000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/1/spacious-ceiling-to-floor-windows-2/
Silverene Tower || Unfurnished || Vacant,Dubai Marina,Silverene Tower A,75000,1 Bedrooms,1 Bathrooms,595,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/26/silverene-high-floor-part-furnished-2/
Spacious 1 BR with Stunning View in Dubai Marina,Dubai Marina,Sulafa Tower,75000,1 Bedrooms,2 Bathrooms,733,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/19/spacious-1-br-with-stunning-view-in-dubai--2/
"Multiple Cheques, Low floor, S Z R view",Dubai Marina,Yacht Bay,75000,1 Bedrooms,2 Bathrooms,786,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/15/multiple-cheques-low-floor-s-z-r-view-2/
Higher Floor Bright and Large unit - Community view,Dubai Marina,,75000,1 Bedrooms,2 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/3/higher-floor-bright-and-large-unit-communi-2/
Brand New |Marina View |Fully Furnished,,,117600,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/brand-new-marina-view-2/
BRIGHT 1 B/R for RENT- ELITE RESIDENCE WITH PARTIAL SEA VIEW,Dubai Marina,Elite Residence,75000,1 Bedrooms,2 Bathrooms,961,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/2/vacant-and-airy-and-remarkable-1-br-for-re-2/
Dubai Marina MAG 218 Amazing 1br Apartment Just @ 75k,Dubai Marina,MAG 218 Tower,75000,1 Bedrooms,2 Bathrooms,989,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/1/dubai-marina-mag-218-amazing-1br-apartment-2/
12 Payment Huge Furnished 1BRI High Floor,Dubai Marina,Escan Tower,75000,1 Bedrooms,1 Bathrooms,755,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/29/12-payment-huge-furnished-1bri-high-floor-2/
fully furnished Large One Bedroom for Rent in Dubai Marina,Dubai Marina,The Belvedere,75000,1 Bedrooms,2 Bathrooms,818,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/28/fully-furnished-large-one-bedroom-for-rent-2/
Spacious One Bed| Amazing Community view,Dubai Marina,MAG 218 Tower,75000,1 Bedrooms,2 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/26/spacious-one-bed-amazing-community-view-2/
1 bed Time Place Lovely Marina Views Furnished Next to Metro,Dubai Marina,Time Place Tower,75000,1 Bedrooms,1 Bathrooms,815,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/24/lovely-marina-views-furnished-next-to-metr-2/
|High Floor Apartment In Princess Tower|,Dubai Marina,The Princess Tower,75000,1 Bedrooms,1 Bathrooms,860,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/17/sea-viewhigh-floor-aprt-in-princess-tower-2/
PRINCESS TOWER (DUBAI MARINA) 1 BED APT,Dubai Marina,The Princess Tower,75000,1 Bedrooms,2 Bathrooms,923,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/11/princess-tower-dubai-marina-1-bed-apartmen-2/
Large 1 Bedroom Marina View close to Metro for Rent,Dubai Marina,Zumurud Tower,75000,1 Bedrooms,2 Bathrooms,819,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/8/large-1-bedroom-marina-view-close-to-metro-2/
Marina n Sea views 1 Bedroom for Rent chiller Free close to Metro,Dubai Marina,Zumurud Tower,75000,1 Bedrooms,2 Bathrooms,819,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/7/marina-n-sea-views-1-bedroom-for-rent-chil-2/
Amazing Full Sea View|Excellent Location,Dubai Marina,Marina Crown,75000,1 Bedrooms,2 Bathrooms,755,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/5/sea-view-excellent-location-four-cheque-2/
"Chiller Free/ New Tower 1 Br Escan Tower / Marina View | 75,000AED |2 cheques",Dubai Marina,Escan Tower,75000,1 Bedrooms,2 Bathrooms,794,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/27/chiller-free-new-tower-1-br-escan-tower-ma-2/
Full Sea View| Lovely 1B/R+hall in Bay Centeral Dubai Marina,Dubai Marina,Bay Central,75000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/1/full-sea-view-lovely-1br-hall-in-bay-cente-2/
Multiple 1 Bedrooms In Marina Crown Dubai Marina,Dubai Marina,Marina Crown,75000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/27/multiple-1-bedrooms-in-marina-crown-dubai--2/
Huge Balcony | 1 Bedroom | Zumurud Tower,Dubai Marina,Zumurud Tower,75000,1 Bedrooms,2 Bathrooms,819,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/21/huge-balcony-1-bedroom-zumurud-tower-2/
Perfect location 1bedroom ELITE RESIDENCES,Dubai Marina,Elite Residence,75000,1 Bedrooms,2 Bathrooms,736,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/17/perfect-location-1bedroom-elite-residences-2/
"Well Maintained, 1 BR in Marina Pinnacle",Dubai Marina,Marina Pinnacle,75000,1 Bedrooms,2 Bathrooms,801,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/15/well-maintained-1-br-in-marina-pinnacle-2/
Marina View | 1 bed with Balcony | Marina Diamond,Dubai Marina,Marina Diamond 1,75000,1 Bedrooms,2 Bathrooms,836,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/6/tenanted-till-july-9-1bed-with-balcony-for-2/
1 Bed | Fully Furnished |Next to metro,Dubai Marina,Marina Diamond 5,75000,1 Bedrooms,1 Bathrooms,670,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/23/1-bed-fully-furnished-next-to-metro-2/
1 BR MAG 218 with Marina view @ 75k | 2 cheques,Dubai Marina,MAG 218 Tower,75000,1 Bedrooms,2 Bathrooms,910,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/17/1-br-mag-218-with-marina-view-80k-2-cheque-2/
SPECTACULAR OFFER  1 BHK APARTMENT IN MARINA VIEW TOWER ( A ) From October 25th,Dubai Marina,Marina View Tower A,75000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/16/spectacular-offer-1-bhk-apartment-in-marin-2/
Marina View|1 BR MAG 218 Tower| Higher Floor@ 75k,Dubai Marina,MAG 218 Tower,75000,1 Bedrooms,2 Bathrooms,920,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/9/1-br-mag-218-tower-higher-floor-75k-with-4-2/
"Marina View-Chiller Free,HUGE 1BR MAG218",Dubai Marina,MAG 218 Tower,75000,1 Bedrooms,2 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/5/sea-view-chiller-free-huge-1-br-mag218-2/
Marina View|Spacious and Bright 1BR Mag 218 @ 75K,Dubai Marina,MAG 218 Tower,75000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/1/spacious-and-bright-1br-mag-218-72k-2/
Marina View| Spacious| 1 BR| Mag 218@75K,Dubai Marina,MAG 218 Tower,75000,1 Bedrooms,2 Bathrooms,892,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/3/19/sea-view-higher-floor-1-br-in-mag-85k-2/
Brand New |Marina View |Fully Furnished,,,117600,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/brand-new-marina-view-2/
"Large 1Bed with balcony, Sea view, Marina",Dubai Marina,Marina First,75000,1 Bedrooms,1 Bathrooms,975,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/2/21/large-1bed-with-balcony-sea-view-marina-2/
Full Sea/Marina View | 1Bed for rent | Marina First,Dubai Marina,Marina First,75000,1 Bedrooms,2 Bathrooms,975,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/1/2/full-seamarina-view-1br-for-rent-marina-fi-2/
Sea view - Large 1Bed+Low Floor - AED75K,Dubai Marina,Marina First,75000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2017/12/19/sea-view-low-floor-wooden-type-flooring-2/
Sea view! 1Bed for Rent in Sulafa Tower,Dubai Marina,Sulafa Tower,75000,1 Bedrooms,2 Bathrooms,916,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2017/11/14/affordable-elegance-spacious-one-bedroom-i-2/
#Vacant 1 BR for Rent in Princess Tower.,Dubai Marina,The Princess Tower,75500,1 Bedrooms,2 Bathrooms,960,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/28/-vacant-1-br-for-rent-in-princess-tower-2/
"Amazing deal,Huge appt in luxury building",Dubai Marina,Elite Residence,76000,1 Bedrooms,2 Bathrooms,937,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/3/amazing-deal-huge-appt-in-luxury-building-2/
Marina Diamond 4 | 1 Bed | Dubai Marina.,Dubai Marina,Marina Diamond 4,76000,1 Bedrooms,2 Bathrooms,846,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/25/marina-diamond-4-1-bed-dubai-marina-2/
Furnished 1B l Balcony l Marina Pinnacle,Dubai Marina,Marina Pinnacle,76000,1 Bedrooms,2 Bathrooms,761,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/24/furnished-1b-l-balcony-l-marina-pinnacle-2/
1BHK I Fully Furnished I Marina Pinnacle I 76K by 4 Cheques,Dubai Marina,Marina Pinnacle,76000,1 Bedrooms,2 Bathrooms,761,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/20/1bhk-i-fully-furnished-i-marina-pinnacle-i-2/
Best Price - Exclusive - Fully Furnished,Dubai Marina,Iris Blue,76000,1 Bedrooms,2 Bathrooms,736,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/19/best-price-exclusive-fully-furnished-2/
